FamilyName,CampName,FamilyCaseID,FamilyNumber,Active,Balance,Note
N/A,Al Hol Camp 02,Hol023045,6,yes,"[[""Kerosene"",300]]",this is new family
N/A,Al Hol Camp 02,Hol023789,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol023806,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol023818,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol023866,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol023867,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029172,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol024563,9,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol035120,8,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038373,8,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol023871,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol023952,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol024724,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol024900,7,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol024925,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025298,7,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025335,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025543,7,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026130,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029629,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol032252,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol032255,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol032389,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol034739,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol035320,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038042,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038083,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040795,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028494,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028534,9,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol022826,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025029,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025047,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025353,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025360,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025432,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025501,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025511,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025572,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025579,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025800,7,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026398,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026438,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026577,7,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026650,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026677,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026683,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026821,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028644,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029612,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029625,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029627,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029830,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029916,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029920,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol030329,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol036043,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038923,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol039647,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040259,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040531,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040611,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040612,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,hol026525A,9,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,hol026525B,9,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038417,8,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol021366,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol023097,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol024985,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025033,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026337,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026371,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027372,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028883,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028917,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029109,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029117,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029124,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029131,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029191,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029204,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029207,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029528,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029554,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029738,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol030949,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol031358,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol031972,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,hol033741,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol033746,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol037075,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol037732,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038863,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol039939,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040541,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol019417,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025090,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol025092,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027702,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027819,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027899,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027928,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029283,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029817,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029915,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029925,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029981,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029992,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol030602,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol030831,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol030833,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol031213,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol032066,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol032289,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol034922,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol036872,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038835,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040034,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040308,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040480,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040556,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028338,8,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol026539,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027413,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028342,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028347,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028348,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol028757,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029063,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029064,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029151,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029224,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029866,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029905,5,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol030194,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol030573,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol030983,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol031111,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol031719,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol032762,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol033659,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol033866,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol034097,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol034822,4,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol035724,3,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol037727,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038852,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol038967,6,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol039175,2,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040314,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol040426,1,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027444,10,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027556,8,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol029120,8,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol034127,8,yes,"[[""Kerosene"",300]]",
N/A,Al Hol Camp 02,Hol027917,4,yes,"[[""Kerosene"",300]]",
