FamilyName,CampName,FamilyCaseID,FamilyNumber,Active,Balance,Note
N/A,Al Hol Camp 04,Hol025146,2,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol040996,1,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol038411,4,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol040931,2,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol024139,7,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol033931,4,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol040944,2,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol025146,2,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol040996,1,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol040931,2,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol039442,3,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol032748,1,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol019858,2,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol034340,3,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol025146,2,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol040996,1,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol039442,3,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol032748,1,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol019858,2,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol034340,3,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol038411,4,yes,"[[""Kerosene"",225]]",
N/A,Al Hol Camp 04,Hol040939,1,yes,"[[""Kerosene"",225]]",
