FamilyName,CampName,FamilyCaseID,FamilyNumber,Active,Balance,Note
N/A,Al Hol Camp 02,Hol040926,2,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol031903,1,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol022712,3,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol040937,2,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol040938,7,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol017605,10,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol040936,2,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol032258,2,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol031361,1,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol035920,3,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol040934,2,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol018644,1,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol028438,1,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol040928,3,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol040945,5,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol040948,2,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol024772,1,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol019858,2,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol040977,2,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol035862,5,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol034370,5,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol022700,1,yes,"[[""Kerosene"",275]]",
N/A,Al Hol Camp 02,Hol023705,3,yes,"[[""Kerosene"",275]]",
